Question	Answer	Category
Where does the BIA sit in the BCP lifecycle?	**Second.** The order:\n\n1. Develop contingency planning policy\n2. Conduct the BIA ← here\n3. Identify preventive controls\n4. Develop recovery strategies\n\n*The BIA cannot occur before there is a policy authorizing it.*	BCP/DR, BIA
What are the seven phases of the NIST SP 800-34 contingency planning lifecycle?	1. Develop contingency planning policy\n2. Conduct Business Impact Analysis (BIA)\n3. Identify preventive controls\n4. Develop recovery strategies\n5. Develop the contingency plan\n6. Test, train, and exercise\n7. Maintain the plan	BCP/DR, Lifecycle
Why is BIA placed before "develop recovery strategies"?	Because you cannot select recovery strategies until the BIA has identified:\n\n- Which processes are critical\n- How quickly they must be recovered (RTO)\n- What data loss is tolerable (RPO)\n\nStrategies are calibrated to BIA outputs.	BCP/DR, Lifecycle
What is a hot site?	A **fully equipped, fully operational** alternate facility with hardware, software, current data, and connectivity ready to assume production load in **minutes**.\n\n- **Cost:** Highest\n- **RTO:** Minutes\n- **Use when:** Business cannot tolerate hours of downtime	BCP/DR, Recovery Sites
What is a warm site?	An alternate facility with hardware and connectivity in place but data **not fully current** — typically restored from backups or periodic replication.\n\n- **RTO:** Hours to one or two days\n- **Cost:** Mid-range	BCP/DR, Recovery Sites
What is a cold site?	An alternate facility with power, cooling, and physical space but **no installed equipment, software, or data**. Hardware and data must be brought in before recovery can begin.\n\n- **Cost:** Lowest\n- **RTO:** Days	BCP/DR, Recovery Sites
What is a mobile site?	A transportable, self-contained facility — typically a trailer or container — that can be deployed to an affected location post-disaster. Useful when fixed alternate sites are not viable.	BCP/DR, Recovery Sites
What is a reciprocal (mutual aid) agreement?	An arrangement between two organizations to share recovery resources during a disaster — each pledges to host or support the other's operations. Rare in practice due to compatibility, capacity, and confidentiality challenges.	BCP/DR, Recovery Sites
What is a mirrored site?	A real-time synchronous replica of the primary site — same hardware, same data, same configuration, continuously updated.\n\n- **RTO/RPO:** Near-instantaneous\n- **Cost:** Very expensive (highest tier of availability)	BCP/DR, Recovery Sites
What recovery site is appropriate when RTO must be under 1 hour and budget is unconstrained?	**Hot site** or **mirrored site.** Mirrored if RPO is also near-zero (synchronous replication required). Hot if some data freshness compromise is tolerable.	BCP/DR, Recovery Sites
What recovery site is appropriate when RTO is several days and budget is tightest?	**Cold site.** Lowest cost, longest RTO. Suitable for non-critical workloads or as a last-resort fallback.	BCP/DR, Recovery Sites
What is a full backup?	A complete copy of all selected data.\n\n- **Storage:** Largest footprint\n- **Backup time:** Longest\n- **Restore:** Fastest — only one set needed\n\nTypically the foundation of any backup strategy.	BCP/DR, Backup & Recovery
What is an incremental backup?	A backup of only data changed since the **last backup of any kind** (full or incremental).\n\n- **Storage per backup:** Smallest\n- **Backup time:** Fastest\n- **Restore:** Slowest — requires the most recent full + EVERY incremental in the chain	BCP/DR, Backup & Recovery
What is a differential backup?	A backup of all data changed since the **last full backup**.\n\n- **Storage:** Larger than incremental, smaller than another full\n- **Restore:** Requires the most recent full + ONE differential\n- **Speed:** Mid-range	BCP/DR, Backup & Recovery
Compare full + incremental vs. full + differential restore complexity.	**Full + incremental:** Restore the full, then apply EVERY incremental in order — many steps, slower.\n\n**Full + differential:** Restore the full, then apply the most recent differential only — two steps, faster.	BCP/DR, Backup & Recovery
What is the 3-2-1 backup rule?	- **3** copies of data\n- **2** different media types\n- **1** copy off-site\n\nSome extend this to **3-2-1-1-0**: 1 immutable/air-gapped copy and 0 verification errors.	BCP/DR, Backup & Recovery
What is a synthetic full backup?	A backup created by combining an existing full and subsequent incrementals **on the backup server itself**, without re-reading source data. Reduces load on production systems and storage transit.	BCP/DR, Backup & Recovery
What is a snapshot in backup terms?	A point-in-time logical capture of system state, typically at the storage or hypervisor layer. Fast to create; often used as a foundation for backup but **not a standalone backup** unless replicated off-system.	BCP/DR, Backup & Recovery
What is a read-through (checklist) DR test?	The **least disruptive** test type. Stakeholders review the DR plan offline, verifying procedures, contact information, and resource lists. **No execution.**	BCP/DR, Testing
What is a structured walkthrough (tabletop) DR test?	A facilitated discussion where stakeholders walk through the plan against a simulated scenario. Identifies gaps and unclear procedures. **No actual system manipulation.**	BCP/DR, Testing
What is a simulation DR test?	Teams execute recovery procedures against a simulated disaster scenario, often in a non-production environment. More realistic than walkthroughs; tests team coordination without disrupting production.	BCP/DR, Testing
What is a parallel DR test?	The recovery is fully executed at the alternate site **while production continues running**. Validates that the DR site can actually take load. Higher fidelity than simulation; relatively low risk to production.	BCP/DR, Testing
What is a full interruption DR test?	**Production systems are actually shut down** and the DR site takes over. The most realistic and disruptive test. Should ONLY be performed after earlier tests have all succeeded.	BCP/DR, Testing
In what order should DR tests progress for a never-tested plan?	1. Read-through (checklist)\n2. Tabletop walkthrough\n3. Simulation\n4. Parallel\n5. Full interruption\n\n*Increasing realism, increasing disruption, increasing risk to production. Build confidence through the early types first.*	BCP/DR, Testing
What is the difference between Business Continuity (BCP) and Disaster Recovery (DR)?	- **BCP** — focuses on critical business *processes*; keeping core operations going; strategic\n- **DR** — focuses on *technology* recovery supporting those processes; restoring systems, data, networks; tactical/technical\n\n*DR is a subset of BCP.*	BCP/DR
A scenario describes recovering payroll PROCESSING. Is this BCP or DR?	**BCP.** Payroll processing is a critical business process. The DR side would be recovering the payroll *system* (the technology stack supporting the process).	BCP/DR
What is high availability (HA)?	A system property achieved through redundancy + failure detection + automatic failover, designed to minimize downtime. **HA accepts brief downtime during failover events.**	BCP/DR, Availability
What is fault tolerance?	A stricter property than HA. The system continues operating **without disruption** even when components fail — typically achieved through synchronous replication and zero-downtime design. **No downtime, even briefly.**	BCP/DR, Availability
What is the difference between high availability and fault tolerance?	- **HA** — "fast recovery from failure" (brief downtime tolerated)\n- **Fault tolerance** — "no failure visible at all" (zero downtime)\n\nFault tolerance is more expensive and stricter.	BCP/DR, Availability
What is failover?	The automatic process of switching from a failed primary component to a standby/backup. Triggered by failure detection. A core mechanism of HA architectures.	BCP/DR, Availability
What is redundancy in availability terms?	Duplication of critical components or paths so the failure of one does not result in loss of service. The underlying technique that enables HA and fault tolerance.	BCP/DR, Availability
What is the canonical priority order during a disaster?	**Life safety FIRST.** Always.\n\nAfter human life: people → data → systems → facilities.\n\nEvery BCP/DR question that mentions human life expects life safety as the top priority.	BCP/DR, Recovery Priorities
What does RAID 0 provide?	**Striping** with no redundancy. Improves performance but offers **NO fault tolerance** — failure of any disk loses all data. Not a backup or availability solution.	BCP/DR, Redundancy
What does RAID 1 provide?	**Mirroring.** Data written identically to two disks.\n\n- Survives single-disk failure\n- 50% usable capacity (n/2)\n- Fast reads	BCP/DR, Redundancy
What does RAID 5 provide?	**Striping with distributed parity.**\n\n- Survives single-disk failure\n- Usable capacity: (n−1)/n\n- Common in mid-range storage\n- Rebuild times are long on large disks	BCP/DR, Redundancy
What does RAID 6 provide?	**Striping with dual distributed parity.**\n\n- Survives **two** simultaneous disk failures\n- Usable capacity: (n−2)/n\n- Better protection than RAID 5 at the cost of more parity overhead	BCP/DR, Redundancy
A scenario requires zero downtime even during component failure. Is HA or fault tolerance the right answer?	**Fault tolerance.** HA accepts brief downtime during failover. Fault tolerance does not allow any downtime.	BCP/DR, Trap
A scenario gives "we need to be back up in 4 hours." Is that RTO or RPO?	**RTO.** "Back up" refers to systems being restored — that is RTO. RPO is about how much data you can afford to lose, expressed as a time window backward.	BCP/DR, Trap
A scenario gives "we can't lose more than 1 hour of transactions." Is that RTO or RPO?	**RPO.** "Lose transactions" refers to data loss tolerance — that is RPO. RTO is about time to restore systems.	BCP/DR, Trap
A team has never tested its DR plan. What is the appropriate first test type?	**Read-through** (or tabletop walkthrough). Build confidence in the documented plan first before attempting any kind of execution. Full interruption is the **last** step in the progression, not the first.	BCP/DR, Trap
What is the typical RTO range for a hot site vs. a cold site?	- **Hot site:** Minutes to under an hour\n- **Warm site:** Hours to one or two days\n- **Cold site:** Days	BCP/DR, Recovery Sites
Which is faster to restore from: full + 1 differential, or full + 7 incrementals?	**Full + 1 differential.** Requires only two sets (the full plus the latest differential). Full + 7 incrementals requires applying every incremental in order.	BCP/DR, Trap
What is the BIA's primary deliverable?	Identification of **critical business processes** and their RTO, RPO, and MTD targets, along with the relative prioritization that drives recovery resource allocation. Also identifies dependencies — technology, people, suppliers, facilities.	BCP/DR, BIA
What stakeholders participate in a BIA?	- **Business unit leaders** — know which processes are critical and the impact of disruption\n- **IT** — understands the technology supporting those processes\n- **Executive leadership** — owns the risk\n- **Risk/compliance** — understands regulatory implications	BCP/DR, BIA
What is the maintenance phase of the BCP lifecycle?	The **seventh and ongoing phase.** The plan is reviewed, updated, and re-tested on a defined schedule (typically annually) and after significant organizational, technology, or threat-landscape changes.\n\n*A plan that is not maintained is essentially worthless when needed.*	BCP/DR, Lifecycle
